event_id,asset_id,event_type,policy_v1,policy_v2,decision_v1,decision_v2,reason_code_v1,reason_code_v2,previous_state_v1,previous_state_v2,next_state_v1,next_state_v2,outcome_changed,change_type,message_v1,message_v2
"p04-auto-review-004","trip-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-review-005","tab-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-review-006","light-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-review-007","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-review-008","lap-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-review-009","mic-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-review-010","trip-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","WARNING_ONLY","UNKNOWN_EVENT_TYPE","AUDIT_DISCREPANCY","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: AUDIT_OBSERVATION","Audit observation recorded successfully."
"p04-auto-success-001","cam-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-002","lap-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-003","mic-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-004","trip-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-005","tab-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-006","light-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-007","cam-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-008","lap-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-009","mic-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-auto-success-010","trip-001","AUTO_RESOLUTION_APPLIED","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_ACTOR_ROLE","","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown actor role: system",""
"p04-condition-001","p04-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-002","p04-002","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-003","p04-003","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-004","p04-004","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-005","p04-005","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-006","p04-006","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-007","p04-007","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-008","p04-008","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-009","p04-009","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-010","p04-010","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","ACCEPTED_WITH_WARNING","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded from good to worn."
"p04-condition-011","p04-011","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded by 3 ranks from good to damaged."
"p04-condition-012","p04-012","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded by 3 ranks from good to damaged."
"p04-condition-013","p04-013","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded by 3 ranks from good to damaged."
"p04-condition-014","p04-014","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded by 3 ranks from good to damaged."
"p04-condition-015","p04-015","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","CONDITION_DOWNGRADE","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Condition downgraded by 3 ranks from good to damaged."
"p04-late-grace-001","p04-001","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-002","p04-002","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-003","p04-003","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-004","p04-004","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-005","p04-005","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-006","p04-006","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-007","p04-007","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-008","p04-008","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-009","p04-009","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-late-grace-010","p04-010","RETURN","1.0.0","2.0.0","ACCEPTED","ACCEPTED_WITH_WARNING","STATE_TRANSITION_ALLOWED","LATE_RETURN_WITHIN_GRACE_PERIOD","CHECKED_OUT","CHECKED_OUT","AVAILABLE","AVAILABLE","YES","DECISION_CHANGED","RETURN completed successfully.","Return was 1.0 hours late but is within the 2-hour grace period."
"p04-normal-003","mic-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset mic-001."
"p04-normal-004","trip-001","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"p04-normal-005","tab-001","MAINTENANCE_OPEN","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","ILLEGAL_STATE_TRANSITION","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MAINTENANCE_OPEN","Cannot MAINTENANCE_OPEN an asset in state CHECKED_OUT."
"p04-normal-006","light-001","MAINTENANCE_CLOSE","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","ILLEGAL_STATE_TRANSITION","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MAINTENANCE_CLOSE","Cannot MAINTENANCE_CLOSE an asset in state CHECKED_OUT."
"p04-normal-007","cam-001","TRANSFER_OUT","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","ILLEGAL_STATE_TRANSITION","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: TRANSFER_OUT","Cannot TRANSFER_OUT an asset in state CHECKED_OUT."
"p04-normal-008","lap-001","TRANSFER_IN","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","ILLEGAL_STATE_TRANSITION","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: TRANSFER_IN","Cannot TRANSFER_IN an asset in state CHECKED_OUT."
"p04-normal-009","mic-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-normal-010","trip-001","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_UNAUTHORIZED","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Only authorized administrative actors may perform manual corrections."
"p04-normal-013","cam-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset cam-001."
"p04-normal-014","lap-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-normal-015","mic-001","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_UNAUTHORIZED","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Only authorized administrative actors may perform manual corrections."
"p04-source-conflict-001","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-002","lap-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-003","mic-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-004","trip-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-005","tab-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-006","light-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-007","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-008","lap-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-009","mic-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-source-conflict-010","trip-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","UNAUTHORIZED_ACTOR","","","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: AUDIT_OBSERVATION","student is not permitted to perform AUDIT_OBSERVATION."
"p04-webhook-001","cam-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-002","lap-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-003","mic-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-004","trip-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-005","tab-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-006","light-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-007","cam-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-008","lap-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-009","mic-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
"p04-webhook-010","trip-001","WEBHOOK_ACK","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: WEBHOOK_ACK",""
